GeneID	GeneSymbol	# drug associations
10075	HUWE1	5
84668	HYCC1	1
285172	HYCC2	1
54768	HYDIN	1
123688	HYKK	1
10525	HYOU1	4
25764	HYPK	1
3375	IAPP	5
105148	IARS	1
55699	IARS2	1
3381	IBSP	3
25998	IBTK	4
3383	ICAM1	110
3385	ICAM3	3
3386	ICAM4	1
7087	ICAM5	1
23379	ICE1	3
79664	ICE2	3
23463	ICMT	1
3397	ID1	8
3398	ID2	6
84099	ID2B	1
3400	ID4	2
3416	IDE	4
3417	IDH1	3
3418	IDH2	6
3419	IDH3A	5
3420	IDH3B	3
3421	IDH3G	1
3422	IDI1	4
414328	IDNK	2
3620	IDO1	6
169355	IDO2	1
3425	IDUA	1
9592	IER2	1
51124	IER3IP1	1
51278	IER5	1
3428	IFI16	3
10437	IFI30	1
3430	IFI35	1
2537	IFI6	1
3434	IFIT1	1
3437	IFIT3	1
24138	IFIT5	1
8519	IFITM1	2
10581	IFITM2	2
10410	IFITM3	2
111654	IFNA	2
3439	IFNA1	9
3440	IFNA2	8
3454	IFNAR1	2
3455	IFNAR2	3
3456	IFNB1	7
3458	IFNG	111
3459	IFNGR1	5
282617	IFNL3	1
3475	IFRD1	1
55764	IFT122	1
51668	IFT25	1
11020	IFT27	2
55081	IFT57	1
80173	IFT74	1
8100	IFT88	1
3476	IGBP1	2
9543	IGDCC3	1
3479	IGF1	54
3480	IGF1R	28
3481	IGF2	17
10642	IGF2BP1	3
10644	IGF2BP2	4
10643	IGF2BP3	5
3482	IGF2R	5
3483	IGFALS	4
3484	IGFBP1	15
3485	IGFBP2	8
3486	IGFBP3	21
3487	IGFBP4	5
3488	IGFBP5	5
3489	IGFBP6	6
3490	IGFBP7	9
3492	IGH	2
3493	IGHA1	3
3494	IGHA2	1
3497	IGHE	1
3500	IGHG1	2
3503	IGHG4	2
3507	IGHM	2
3508	IGHMBP2	1
28461	IGHV1-69	1
28448	IGHV3-15	1
28388	IGHV5-51	1
50802	IGK	1
3514	IGKC	1
28939	IGKV1-13	1
28937	IGKV1-17	1
28299	IGKV1-5	1
28903	IGKV1D-12	1
28896	IGKV1D-33	1
28893	IGKV1D-39	1
28912	IGKV3-20	3
28875	IGKV3D-15	2
28908	IGKV4-1	1
3535	IGL	3
3538	IGLC2	1
3539	IGLC3	1
3542	IGLC6	1
100423062	IGLL5	1
28796	IGLV3-21	4
28793	IGLV3-25	1
3547	IGSF1	2
93185	IGSF8	1
3549	IHH	1
3550	IK	1
121457	IKBIP	5
3551	IKBKB	39
9641	IKBKE	1
8517	IKBKG	5
10320	IKZF1	3
22806	IKZF3	2
64375	IKZF4	1
3586	IL10	72
3588	IL10RB	1
3589	IL11	3
3592	IL12A	24
3593	IL12B	31
3594	IL12RB1	2
3595	IL12RB2	1
3596	IL13	23
3597	IL13RA1	1
3598	IL13RA2	1
3600	IL15	5
3603	IL16	7
3605	IL17A	7
53342	IL17D	2
112744	IL17F	1
55540	IL17RB	1
3606	IL18	38
29949	IL19	3
3552	IL1A	48
3553	IL1B	213
84639	IL1F10	2
3554	IL1R1	3
3556	IL1RAP	1
3557	IL1RN	16
3558	IL2	47
53832	IL20RA	1
59067	IL21	1
50616	IL22	4
58985	IL22RA1	1
51561	IL23A	1
11009	IL24	8
246778	IL27	1
9466	IL27RA	1
3559	IL2RA	17
3560	IL2RB	1
3562	IL3	7
9235	IL32	1
90865	IL33	3
27179	IL36A	1
56300	IL36G	1
3563	IL3RA	1
3565	IL4	59
3566	IL4R	2
3567	IL5	32
3568	IL5RA	4
3569	IL6	210
3570	IL6R	12
16194	IL6RA	1
3572	IL6ST	9
3574	IL7	3
3608	ILF2	5
3609	ILF3	6
3611	ILK	8
80895	ILKAP	3
10994	ILVBL	2
10989	IMMT	3
55272	IMP3	1
3612	IMPA1	3
3613	IMPA2	2
3614	IMPDH1	2
3615	IMPDH2	4
9118	INA	3
55765	INAVA	1
3619	INCENP	4
64423	INF2	4
51147	ING4	1
84289	ING5	2
3623	INHA	1
3624	INHBA	10
3625	INHBB	2
58493	INIP	2
54617	INO80	2
83444	INO80B	1
54891	INO80D	1
283899	INO80E	1
3628	INPP1	3
3635	INPP5D	1
22876	INPP5F	2
51763	INPP5K	2
3636	INPPL1	2
3630	INS	87
16333	INS1	10
3638	INSIG1	2
51141	INSIG2	1
3640	INSL3	1
3643	INSR	15
26173	INTS1	2
54973	INTS11	1
57117	INTS12	2
55726	INTS13	4
81556	INTS14	1
65123	INTS3	2
26512	INTS6	1
25896	INTS7	2
55656	INTS8	1
55756	INTS9	1
9807	IP6K1	1
51194	IPO11	3
9670	IPO13	1
79711	IPO4	2
3843	IPO5	2
10527	IPO7	3
10526	IPO8	2
55705	IPO9	2
132141	IQCF1	1
80726	IQCN	1
8826	IQGAP1	5
10788	IQGAP2	3
128239	IQGAP3	3
9922	IQSEC1	3
4033	IRAG2	2
3654	IRAK1	2
3656	IRAK2	2
51135	IRAK4	3
3658	IREB2	5
3659	IRF1	6
26145	IRF2BP1	2
359948	IRF2BP2	2
64207	IRF2BPL	2
3661	IRF3	5
3662	IRF4	3
3664	IRF6	2
3665	IRF7	2
3394	IRF8	1
345611	IRGM	1
126298	IRGQ	1
3667	IRS1	27
8660	IRS2	9
9636	ISG15	5
3669	ISG20	1
51015	ISOC1	3
79763	ISOC2	2
9798	IST1	1
57461	ISY1	1
51477	ISYNA1	4
83737	ITCH	1
81533	ITFG1	3
3672	ITGA1	3
3673	ITGA2	8
3674	ITGA2B	7
3675	ITGA3	5
3676	ITGA4	5
3678	ITGA5	8
3655	ITGA6	4
3679	ITGA7	1
3682	ITGAE	2
3683	ITGAL	5
3684	ITGAM	35
3685	ITGAV	10
3687	ITGAX	8
3688	ITGB1	23
9270	ITGB1BP1	1
26548	ITGB1BP2	2
3689	ITGB2	12
3690	ITGB3	17
23421	ITGB3BP	2
3691	ITGB4	12
3693	ITGB5	2
3694	ITGB6	1
3697	ITIH1	7
3698	ITIH2	8
3699	ITIH3	1
3700	ITIH4	3
80760	ITIH5	1
55600	ITLN1	1
9445	ITM2B	2
81618	ITM2C	2
3704	ITPA	5
3706	ITPKA	1
3708	ITPR1	8
3709	ITPR2	2
3710	ITPR3	3
6744	ITPRID2	3
85450	ITPRIP	1
6453	ITSN1	3
50618	ITSN2	3
3712	IVD	3
3713	IVL	6
10625	IVNS1ABP	3
55677	IWS1	4
389434	IYD	8
23338	JADE2	2
9767	JADE3	2
182	JAG1	6
84522	JAGN1	2
3716	JAK1	16
3717	JAK2	25
3718	JAK3	5
3720	JARID2	3
3512	JCHAIN	1
221037	JMJD1C	5
23210	JMJD6	1
133746	JMY	2
9929	JOSD1	1
126119	JOSD2	1
56704	JPH1	1
57338	JPH3	1
51155	JPT1	1
90861	JPT2	2
8629	JRK	1
8690	JRKL	1
126306	JSRP1	1
3725	JUN	104
3726	JUNB	9
3727	JUND	15
3728	JUP	6
8997	KALRN	1
23189	KANK1	5
25959	KANK2	5
284058	KANSL1	2
55683	KANSL3	1
3735	KARS1	3
2648	KAT2A	1
8850	KAT2B	7
10524	KAT5	9
7994	KAT6A	2
23522	KAT6B	1
11143	KAT7	2
84148	KAT8	4
11104	KATNA1	1
83473	KATNAL2	1
23247	KATNIP	2
23254	KAZN	5
89890	KBTBD6	1
84078	KBTBD7	1
56888	KCMF1	4
3744	KCNA10	3
3738	KCNA3	5
3741	KCNA5	12
8514	KCNAB2	2
3748	KCNC3	1
3751	KCND2	2
3752	KCND3	4
3753	KCNE1	5
9992	KCNE2	4
3755	KCNG1	1
3756	KCNH1	5
3757	KCNH2	125
23415	KCNH4	1
81033	KCNH6	1
3758	KCNJ1	1
3767	KCNJ11	1
3768	KCNJ12	1
3770	KCNJ14	1
3772	KCNJ15	1
3759	KCNJ2	1
3760	KCNJ3	2
3761	KCNJ4	2
3763	KCNJ6	1
3764	KCNJ8	1
3775	KCNK1	2
54207	KCNK10	5
338567	KCNK18	5
3776	KCNK2	5
3777	KCNK3	2
50801	KCNK4	3
51305	KCNK9	3
3778	KCNMA1	6
3779	KCNMB1	4
27345	KCNMB4	1
3780	KCNN1	1
3781	KCNN2	2
3782	KCNN3	1
3783	KCNN4	3
3784	KCNQ1	4
3785	KCNQ2	2
3786	KCNQ3	2
83892	KCTD10	1
115207	KCTD12	4
283219	KCTD21	1
51133	KCTD3	2
54442	KCTD5	2
54793	KCTD9	2
10945	KDELR1	3
11014	KDELR2	1
23028	KDM1A	10
22992	KDM2A	3
84678	KDM2B	1
55818	KDM3A	7
51780	KDM3B	2
9682	KDM4A	4
23030	KDM4B	2
23081	KDM4C	1
5927	KDM5A	2
10765	KDM5B	2
8242	KDM5C	3
7403	KDM6A	2
23135	KDM6B	2
79831	KDM8	1
3791	KDR	22
2531	KDSR	1
9817	KEAP1	28
3792	KEL	1
22889	KHDC4	1
10657	KHDRBS1	4
202559	KHDRBS2	2
10656	KHDRBS3	1
3795	KHK	4
8570	KHSRP	6
9778	KIAA0232	1
79932	KIAA0319L	2
9786	KIAA0586	1
9851	KIAA0753	2
23313	KIAA0930	2
57456	KIAA1143	2
56243	KIAA1217	3
57536	KIAA1328	1
57648	KIAA1522	3
418410	KIAA1524	1
25758	KIAA1549L	1
57710	KIAA1614	1
85379	KIAA1671	2
57498	KIDINS220	3
3832	KIF11	4
63971	KIF13A	1
23303	KIF13B	2
9928	KIF14	1
56992	KIF15	7
55614	KIF16B	3
81930	KIF18A	1
146909	KIF18B	2
23095	KIF1B	5
10112	KIF20A	4
9585	KIF20B	1
55605	KIF21A	3
3835	KIF22	3
9493	KIF23	5
347240	KIF24	1
3796	KIF2A	2
11004	KIF2C	5
24137	KIF4A	5
3798	KIF5A	3
3799	KIF5B	2
3800	KIF5C	3
221458	KIF6	1
374654	KIF7	1
22920	KIFAP3	1
26128	KIFBP	3
3833	KIFC1	2
3801	KIFC3	1
22944	KIN	2
3802	KIR2DL1	1
3803	KIR2DL2	1
3804	KIR2DL3	1
3805	KIR2DL4	1
3811	KIR3DL1	1
3815	KIT	8
4254	KITLG	5
55857	KIZ	2
9365	KL	5
3831	KLC1	1
64837	KLC2	3
89953	KLC4	3
7071	KLF10	1
83855	KLF16	2
10365	KLF2	1
51274	KLF3	1
9314	KLF4	6
688	KLF5	5
1316	KLF6	5
8609	KLF7	1
687	KLF9	1
23588	KLHDC2	1
54758	KLHDC4	3
317719	KLHL10	1
90293	KLHL13	1
57565	KLHL14	2
84861	KLHL22	2
114792	KLHL32	2
56062	KLHL4	1
89857	KLHL6	1
55975	KLHL7	3
55958	KLHL9	2
3816	KLK1	7
5655	KLK10	2
11012	KLK11	1
43849	KLK12	1
55554	KLK15	1
3817	KLK2	7
354	KLK3	30
9622	KLK4	1
25818	KLK5	2
5653	KLK6	3
5650	KLK7	1
11202	KLK8	9
284366	KLK9	1
3818	KLKB1	3
3820	KLRB1	1
3822	KLRC2	1
22914	KLRK1	1
4297	KMT2A	5
9757	KMT2B	3
58508	KMT2C	4
8085	KMT2D	6
387893	KMT5A	1
85442	KNDC1	1
3827	KNG1	10
57082	KNL1	2
400506	KNOP1	3
90417	KNSTRN	2
9735	KNTC1	2
3836	KPNA1	2
3838	KPNA2	6
3839	KPNA3	2
3840	KPNA4	4
23633	KPNA6	4
3837	KPNB1	4
448834	KPRP	1
3845	KRAS	14
84626	KRBA1	1
83999	KREMEN1	2
65095	KRI1	1
889	KRIT1	1
11103	KRR1	2
3848	KRT1	12
3858	KRT10	10
3860	KRT13	4
3861	KRT14	8
3866	KRT15	1
3868	KRT16	5
3872	KRT17	5
3875	KRT18	23
139748	KRT18P44	1
442236	KRT18P50	1
3880	KRT19	7
3849	KRT2	4
54474	KRT20	1
342574	KRT27	1
162605	KRT28	1
3881	KRT31	1
3884	KRT33B	1
3885	KRT34	1
8689	KRT36	1
3852	KRT5	5
110309	KRT6	1
3853	KRT6A	1
286887	KRT6C	1
3855	KRT7	7
112802	KRT71	1
140807	KRT72	1
374454	KRT77	1
196374	KRT78	1
3856	KRT8	18
3890	KRT84	2
3891	KRT85	2
3892	KRT86	2
90133	KRT8P12	1
3857	KRT9	5
337882	KRTAP19-1	1
200185	KRTCAP2	1
8844	KSR1	1
112970	KTI12	1
3895	KTN1	5
56267	KYAT3	3
8942	KYNU	2
3897	L1CAM	6
100996465	L1CAM-AS1	1
79944	L2HGDH	1
112849	L3HYPDH	1
83746	L3MBTL2	2
114294	LACTB	1
51110	LACTB2	1
3898	LAD1	2
8270	LAGE3	1
3903	LAIR1	1
284217	LAMA1	1
3909	LAMA3	2
3910	LAMA4	3
3911	LAMA5	2
3912	LAMB1	3
3913	LAMB2	6
3914	LAMB3	1
3915	LAMC1	7
3918	LAMC2	4
10319	LAMC3	1
3916	LAMP1	11
3920	LAMP2	10
55004	LAMTOR1	4
28956	LAMTOR2	2
8649	LAMTOR3	1
10542	LAMTOR5	1
10314	LANCL1	4
55915	LANCL2	2
51056	LAP3	2
55353	LAPTM4B	1
23367	LARP1	8
55132	LARP1B	3
113251	LARP4	4
23185	LARP4B	6
51574	LARP7	2
51520	LARS1	3
23395	LARS2	1
81887	LAS1L	2
3927	LASP1	7
27040	LAT	1
7462	LAT2	5
9113	LATS1	5
26524	LATS2	3
3929	LBP	3
3930	LBR	1
3931	LCAT	1
3932	LCK	6
253558	LCLAT1	1
9836	LCMT2	2
3933	LCN1	2
3934	LCN2	6
84458	LCOR	4
3936	LCP1	1
3937	LCP2	1
60526	LDAH	1
3939	LDHA	16
3945	LDHB	10
197257	LDHD	1
3949	LDLR	23
26119	LDLRAP1	1
23641	LDOC1	1
51176	LEF1	5
221496	LEMD2	3
23592	LEMD3	2
79165	LENG1	2
123169	LEO1	4
3952	LEP	27
3953	LEPR	3
23484	LEPROTL1	1
3954	LETM1	2
25875	LETMD1	1
3956	LGALS1	11
3957	LGALS2	1
3958	LGALS3	8
3959	LGALS3BP	4
3960	LGALS4	2
3963	LGALS7	3
29094	LGALSL	4
5641	LGMN	2
8549	LGR5	1
3972	LHB	19
3973	LHCGR	5
10186	LHFPL6	1
64077	LHPP	1
3976	LIF	7
3978	LIG1	5
3980	LIG3	5
3981	LIG4	2
14728	LILRB4A	1
51474	LIMA1	4
22998	LIMCH1	6
8994	LIMD1	4
80774	LIMD2	1
54923	LIME1	1
3984	LIMK1	4
3985	LIMK2	2
3987	LIMS1	2
79727	LIN28A	1
389421	LIN28B	2
55957	LIN37	2
132660	LIN54	1
55327	LIN7C	1
286826	LIN9	2
54143	LINC00308	1
3988	LIPA	6
3990	LIPC	2
3991	LIPE	5
8513	LIPF	1
9516	LITAF	2
3996	LLGL1	2
3993	LLGL2	4
84298	LLPH	1
3998	LMAN1	2
10960	LMAN2	2
81562	LMAN2L	1
29995	LMCD1	3
91289	LMF2	2
4000	LMNA	19
4001	LMNB1	17
84823	LMNB2	9
4008	LMO7	4
25802	LMOD1	1
22853	LMTK2	1
4012	LNPEP	3
80856	LNPK	2
9361	LONP1	4
83752	LONP2	2
4014	LORICRIN	2
4015	LOX	3
4017	LOXL2	2
4018	LPA	6
1902	LPAR1	3
9170	LPAR2	2
2846	LPAR4	1
79888	LPCAT1	2
54947	LPCAT2	1
10162	LPCAT3	1
254531	LPCAT4	1
23175	LPIN1	1
9663	LPIN2	2
64900	LPIN3	2
4023	LPL	19
4025	LPO	3
4026	LPP	4
9404	LPXN	1
9227	LRAT	3
157638	LRATD2	2
987	LRBA	4
23143	LRCH1	2
84859	LRCH3	2
4034	LRCH4	2
116844	LRG1	1
55791	LRIF1	1
26018	LRIG1	1
4035	LRP1	6
4036	LRP2	1
4038	LRP4	1
4040	LRP6	4
4043	LRPAP1	2
10128	LRPPRC	3
55227	LRRC1	3
10233	LRRC23	1
80313	LRRC27	1
127495	LRRC39	1
55631	LRRC40	2
10489	LRRC41	2
201255	LRRC45	1
57470	LRRC47	3
55379	LRRC59	2
56262	LRRC8A	2
80131	LRRC8E	1
9208	LRRFIP1	6
9209	LRRFIP2	3
79705	LRRK1	1
120892	LRRK2	3
90678	LRSAM1	3
222229	LRWD1	4
55341	LSG1	3
27257	LSM1	1
134353	LSM11	1
124801	LSM12	5
26065	LSM14A	3
149986	LSM14B	4
57819	LSM2	2
27258	LSM3	1
25804	LSM4	2
23658	LSM5	1
51690	LSM7	2
51691	LSM8	2
51599	LSR	3
4047	LSS	5
4049	LTA	5
4048	LTA4H	5
4050	LTB	1
493462	LTB4DH	1
4052	LTBP1	1
4053	LTBP2	3
8425	LTBP4	1
4056	LTC4S	3
4057	LTF	7
26046	LTN1	2
84946	LTV1	3
55692	LUC7L	4
51631	LUC7L2	4
51747	LUC7L3	2
4060	LUM	1
7798	LUZP1	4
56925	LXN	1
4061	LY6E	3
80740	LY6G6C	1
58530	LY6G6D	1
54742	LY6K	1
23643	LY96	2
55646	LYAR	3
4066	LYL1	1
4067	LYN	8
10434	LYPLA1	3
11313	LYPLA2	2
127018	LYPLAL1	2
90624	LYRM7	1
256586	LYSMD2	1
116068	LYSMD3	1
1130	LYST	1
4069	LYZ	3
84328	LZIC	1
54585	LZTFL1	2
11178	LZTS1	1
84445	LZTS2	2
4074	M6PR	5
23499	MACF1	6
90355	MACIR	1
55219	MACO1	1
28992	MACROD1	2
9555	MACROH2A1	3
55506	MACROH2A2	1
8379	MAD1L1	3
4085	MAD2L1	4
10459	MAD2L2	2
8567	MADD	1
84944	MAEL	3
4094	MAF	2
84232	MAF1	6
389692	MAFA	3
23764	MAFF	4
4097	MAFG	4
7975	MAFK	2
4100	MAGEA1	1
4109	MAGEA10	1
4111	MAGEA12	3
4101	MAGEA2	1
4102	MAGEA3	1
4103	MAGEA4	1
4105	MAGEA6	4
4108	MAGEA9	2
4113	MAGEB2	1
158809	MAGEB6	1
9947	MAGEC1	1
9500	MAGED1	3
10916	MAGED2	4
728239	MAGED4	1
81557	MAGED4B	2
57692	MAGEE1	1
139599	MAGEE2	1
9223	MAGI1	2
9863	MAGI2	1
260425	MAGI3	1
4116	MAGOH	3
55110	MAGOHB	1
84061	MAGT1	1
84549	MAK16	1
4118	MAL	1
114569	MAL2	1
378938	MALAT1	3
7851	MALL	1
10892	MALT1	2
9794	MAML1	1
84441	MAML2	1
284358	MAMSTR	1
10905	MAN1A2	1
11253	MAN1B1	1
4124	MAN2A1	2
4122	MAN2A2	1
4125	MAN2B1	2
23324	MAN2B2	1
4123	MAN2C1	2
4126	MANBA	1
7873	MANF	2
54682	MANSC1	1
4128	MAOA	19
4129	MAOB	14
4130	MAP1A	3
4131	MAP1B	5
84557	MAP1LC3A	11
81631	MAP1LC3B	53
643246	MAP1LC3B2	1
55201	MAP1S	5
4133	MAP2	9
5604	MAP2K1	34
5605	MAP2K2	21
5606	MAP2K3	6
6416	MAP2K4	15
5607	MAP2K5	1
5608	MAP2K6	10
5609	MAP2K7	5
4214	MAP3K1	6
4296	MAP3K11	1
9020	MAP3K14	2
10746	MAP3K2	3
51776	MAP3K20	3
4215	MAP3K3	5
4216	MAP3K4	3
4217	MAP3K5	18
6885	MAP3K7	7
1326	MAP3K8	1
4293	MAP3K9	1
4134	MAP4	7
5871	MAP4K2	2
9448	MAP4K4	3
11183	MAP4K5	2
9053	MAP7	4
55700	MAP7D1	4
256714	MAP7D2	1
79649	MAP7D3	1
79884	MAP9	1
5594	MAPK1	265
5602	MAPK10	8
5600	MAPK11	7
6300	MAPK12	6
5603	MAPK13	4
1432	MAPK14	47
93487	MAPK1IP1L	3
5595	MAPK3	265
5597	MAPK6	1
5598	MAPK7	7
5599	MAPK8	101
9479	MAPK8IP1	1
23162	MAPK8IP3	1
5601	MAPK9	61
79109	MAPKAP1	1
9261	MAPKAPK2	8
7867	MAPKAPK3	4
8550	MAPKAPK5	2
22919	MAPRE1	5
10982	MAPRE2	2
22924	MAPRE3	3
4137	MAPT	25
54708	MARCHF5	1
10299	MARCHF6	2
4082	MARCKS	8
65108	MARCKSL1	3
8685	MARCO	2
9665	MARF1	1
2011	MARK2	4
4140	MARK3	2
57787	MARK4	1
36498	MARS	1
4141	MARS1	2
83742	MARVELD1	3
153562	MARVELD2	1
23139	MAST2	3
23031	MAST3	2
375449	MAST4	1
84930	MASTL	2
4143	MAT1A	1
4144	MAT2A	4
27430	MAT2B	2
4145	MATK	1
4147	MATN2	2
4148	MATN3	1
9782	MATR3	6
57506	MAVS	6
4150	MAZ	3
4151	MB	3
151963	MB21D2	2
4152	MBD1	2
8932	MBD2	8
53615	MBD3	3
8930	MBD4	4
55777	MBD5	1
114785	MBD6	1
51562	MBIP	2
153364	MBLAC2	1
4154	MBNL1	1
10150	MBNL2	1
79143	MBOAT7	2
4155	MBP	10
8720	MBTPS1	2
4157	MC1R	1
4159	MC3R	1
4160	MC4R	1
4161	MC5R	1
4162	MCAM	4
27349	MCAT	1
4163	MCC	1
56922	MCCC1	2
64087	MCCC2	3
23263	MCF2L	1
90411	MCFD2	2
2847	MCHR1	1
4170	MCL1	55
55388	MCM10	2
4171	MCM2	12
4172	MCM3	3
8888	MCM3AP	2
4173	MCM4	6
4174	MCM5	4
4175	MCM6	9
4176	MCM7	6
84515	MCM8	3
254394	MCM9	1
79892	MCMBP	2
57192	MCOLN1	2
443546	MCP1	2
79648	MCPH1	1
348262	MCRIP1	1
84331	MCRIP2	2
10445	MCRS1	1
79772	MCTP1	1
55784	MCTP2	1
28985	MCTS1	1
90550	MCU	1
9656	MDC1	4
4188	MDFI	2
29969	MDFIC	2
161357	MDGA2	1
4190	MDH1	6
4191	MDH2	5
4192	MDK	1
4193	MDM2	33
4194	MDM4	3
23195	MDN1	3
4199	ME1	5
4200	ME2	2
10873	ME3	1
64769	MEAF6	1
57707	MEAK7	1
2122	MECOM	2
4204	MECP2	10
5469	MED1	14
84246	MED10	1
9968	MED12	1
116931	MED12L	1
9969	MED13	3
23389	MED13L	3
51586	MED15	3
10025	MED16	3
9440	MED17	1
54797	MED18	1
219541	MED19	2
9477	MED20	1
9412	MED21	3
9439	MED23	1
9862	MED24	3
81857	MED25	2
9441	MED26	3
9442	MED27	1
80306	MED28	1
29079	MED4	1
4205	MEF2A	2
4209	MEF2D	3
55384	MEG3	1
1955	MEGF9	1
4212	MEIS2	2
56917	MEIS3	1
9833	MELK	4
7795	MEMO1	1
4221	MEN1	6
56257	MEPCE	3
10461	MERTK	1
23184	MESD	3
4232	MEST	4
4233	MET	17
23173	METAP1	4
10988	METAP2	5
4234	METTL1	3
51603	METTL13	2
57721	METTL14	5
196074	METTL15	2
151194	METTL21A	1
79091	METTL22	1
84190	METTL25	1
84326	METTL26	1
55798	METTL2B	1
56339	METTL3	4
64863	METTL4	1
51320	MEX3C	1
399664	MEX3D	3
4236	MFAP1	2
4239	MFAP4	1
56947	MFF	5
4240	MFGE8	4
9258	MFHAS1	1
55669	MFN1	9
9927	MFN2	13
10227	MFSD10	1
126321	MFSD12	1
64645	MFSD14A	1
91749	MFSD4B	1
84975	MFSD5	1
54842	MFSD6	1
23269	MGA	3
8972	MGAM	1
4245	MGAT1	2
4247	MGAT2	1
11282	MGAT4B	3
4249	MGAT5	1
11343	MGLL	3
92667	MGME1	2
4255	MGMT	27
4256	MGP	2
23295	MGRN1	1
4257	MGST1	3
4258	MGST2	3
4259	MGST3	1
4253	MIA2	2
375056	MIA3	3
100507436	MICA	4
64780	MICAL1	3
9645	MICAL2	1
57553	MICAL3	2
85377	MICALL1	5
79778	MICALL2	1
4277	MICB	2
440574	MICOS10	1
10367	MICU1	1
221154	MICU2	1
286097	MICU3	1
4281	MID1	2
58526	MID1IP1	1
91748	MIDEAS	2
54471	MIEF1	1
84299	MIEN1	1
57708	MIER1	1
54531	MIER2	1
166968	MIER3	1
4282	MIF	6
84895	MIGA2	1
60672	MIIP	1
55793	MINDY1	2
54629	MINDY2	1
80013	MINDY3	1
50488	MINK1	3
9562	MINPP1	1
54468	MIOS	1
4285	MIPEP	2
406921	MIR132	1
406948	MIR15A	1
406950	MIR16-1	1
406953	MIR18A	1
406984	MIR200B	1
406986	MIR203A	1
406991	MIR21	1
406994	MIR212	1
407021	MIR29A	1
494325	MIR376A1	1
55320	MIS18BP1	3
126353	MISP	5
4286	MITF	7
131076	MIX23	1
4288	MKI67	38
8569	MKNK1	1
2872	MKNK2	1
2315	MLANA	1
9761	MLEC	1
8079	MLF2	1
4292	MLH1	11
197259	MLKL	5
4298	MLLT1	1
10962	MLLT11	5
4302	MLLT6	2
2862	MLNR	1
64223	MLST8	3
22877	MLXIP	2
51085	MLXIPL	1
23417	MLYCD	1
166785	MMAA	1
326625	MMAB	1
25974	MMACHC	1
4311	MME	10
93380	MMGT1	2
4312	MMP1	45
4319	MMP10	9
4321	MMP12	5
4322	MMP13	25
4323	MMP14	10
4324	MMP15	1
4313	MMP2	111
8510	MMP23B	1
4314	MMP3	20
4316	MMP7	17
4317	MMP8	3
4318	MMP9	136
64210	MMS19	2
4594	MMUT	5
4331	MNAT1	3
4332	MNDA	1
4335	MNT	1
3110	MNX1	1
55233	MOB1A	1
92597	MOB1B	1
25843	MOB4	1
55034	MOCOS	3
4337	MOCS1	2
4340	MOG	1
7841	MOGS	2
5891	MOK	3
84315	MON1A	1
22879	MON1B	3
23041	MON2	3
22880	MORC2	2
23515	MORC3	1
10933	MORF4L1	2
4342	MOS	2
4343	MOV10	3
26002	MOXD1	1
25874	MPC2	4
9526	MPDU1	1
8777	MPDZ	1
4350	MPG	6
10199	MPHOSPH10	1
10200	MPHOSPH6	2
54737	MPHOSPH8	3
10198	MPHOSPH9	1
4351	MPI	2
80739	MPIG6B	1
136647	MPLKIP	2
4353	MPO	36
4355	MPP2	2
143098	MPP7	1
23164	MPRIP	4
4357	MPST	2
4358	MPV17	1
9019	MPZL1	3
22808	MRAS	1
4360	MRC1	1
9902	MRC2	3
4361	MRE11	9
93621	MRFAP1	1
55257	MRGBP	2
117194	MRGPRX2	2
84245	MRI1	2
414399	MRLC2	1
55178	MRM3	1
51149	MRNIP	1
727957	MROH1	1
65008	MRPL1	2
124995	MRPL10	1
65003	MRPL11	3
6182	MRPL12	2
28998	MRPL13	3
29088	MRPL15	1
63875	MRPL17	2
29074	MRPL18	1
9801	MRPL19	1
51069	MRPL2	1
55052	MRPL20	1
219927	MRPL21	1
29093	MRPL22	2
6150	MRPL23	1
79590	MRPL24	1
51263	MRPL30	1
64983	MRPL32	1
9553	MRPL33	1
51318	MRPL35	1
51253	MRPL37	2
64978	MRPL38	1
54148	MRPL39	2
51073	MRPL4	2
64975	MRPL41	1
84545	MRPL43	1
65080	MRPL44	2
84311	MRPL45	1
26589	MRPL46	2
57129	MRPL47	1
740	MRPL49	3
54534	MRPL50	1
122704	MRPL52	1
116540	MRPL53	1
78988	MRPL57	2
3396	MRPL58	1
65005	MRPL9	1
64963	MRPS11	1
6183	MRPS12	1
64960	MRPS15	1
51021	MRPS16	2
51373	MRPS17	3
28973	MRPS18B	1
51116	MRPS2	2
54460	MRPS21	1
56945	MRPS22	3
51649	MRPS23	1
64951	MRPS24	1
64432	MRPS25	1
64949	MRPS26	1
23107	MRPS27	2
28957	MRPS28	1
10884	MRPS30	1
10240	MRPS31	2
51650	MRPS33	1
65993	MRPS34	2
60488	MRPS35	1
92259	MRPS36	2
64969	MRPS5	1
51081	MRPS7	1
64965	MRPS9	2
92399	MRRF	1
57591	MRTFA	4
57496	MRTFB	3
51154	MRTO4	1
932	MS4A3	1
79684	MSANTD2	1
91283	MSANTD3	3
84437	MSANTD4	1
4436	MSH2	13
4437	MSH3	2
2956	MSH6	5
4440	MSI1	5
124540	MSI2	1
339287	MSL1	1
55167	MSL2	1
10943	MSL3	1
10232	MSLN	1
6307	MSMO1	3
4478	MSN	4
4482	MSRA	2
4485	MST1	2
4486	MST1R	2
2660	MSTN	1
55154	MSTO1	2
4488	MSX2	2
