GeneID	GeneSymbol	# drug associations
57606	SLAIN2	3
7884	SLBP	2
6554	SLC10A1	6
6555	SLC10A2	1
345274	SLC10A6	2
4891	SLC11A2	10
6557	SLC12A1	1
6558	SLC12A2	10
6560	SLC12A4	2
57468	SLC12A5	2
9990	SLC12A6	2
10723	SLC12A7	1
84561	SLC12A8	1
56996	SLC12A9	1
9058	SLC13A2	1
284111	SLC13A5	4
6563	SLC14A1	1
8170	SLC14A2	2
6564	SLC15A1	17
6565	SLC15A2	5
6566	SLC16A1	14
6567	SLC16A2	4
9123	SLC16A3	2
9120	SLC16A6	4
9194	SLC16A7	2
26503	SLC17A5	2
57030	SLC17A7	4
63910	SLC17A9	1
6570	SLC18A1	5
6571	SLC18A2	9
116843	SLC18B1	1
6573	SLC19A1	7
10560	SLC19A2	3
80704	SLC19A3	7
6505	SLC1A1	2
6506	SLC1A2	9
6507	SLC1A3	4
6510	SLC1A5	4
6574	SLC20A1	5
6575	SLC20A2	4
6580	SLC22A1	45
55867	SLC22A11	20
116085	SLC22A12	10
85413	SLC22A16	5
51310	SLC22A17	1
5002	SLC22A18	2
6582	SLC22A2	101
63027	SLC22A23	1
6581	SLC22A3	37
6583	SLC22A4	14
6584	SLC22A5	13
9356	SLC22A6	37
10864	SLC22A7	25
9376	SLC22A8	25
114571	SLC22A9	17
9963	SLC23A1	3
9962	SLC23A2	10
6576	SLC25A1	7
1468	SLC25A10	1
8402	SLC25A11	1
8604	SLC25A12	3
10165	SLC25A13	3
9016	SLC25A14	2
60386	SLC25A19	2
788	SLC25A20	2
79751	SLC25A22	2
29957	SLC25A24	3
114789	SLC25A25	1
81894	SLC25A28	1
5250	SLC25A3	3
51312	SLC25A37	1
291	SLC25A4	4
55972	SLC25A40	1
91137	SLC25A46	1
292	SLC25A5	4
293	SLC25A6	4
1836	SLC26A2	3
1811	SLC26A3	1
65010	SLC26A6	1
376497	SLC27A1	2
11001	SLC27A2	1
11000	SLC27A3	2
10999	SLC27A4	3
10998	SLC27A5	2
28965	SLC27A6	1
9154	SLC28A1	6
9153	SLC28A2	2
2030	SLC29A1	11
3177	SLC29A2	2
55315	SLC29A3	4
222962	SLC29A4	4
6513	SLC2A1	36
81031	SLC2A10	2
66035	SLC2A11	1
144195	SLC2A14	1
6514	SLC2A2	8
6515	SLC2A3	7
6517	SLC2A4	11
6518	SLC2A5	3
11182	SLC2A6	1
155184	SLC2A7	1
29988	SLC2A8	1
56606	SLC2A9	3
7779	SLC30A1	5
55532	SLC30A10	2
7780	SLC30A2	1
7781	SLC30A3	1
7782	SLC30A4	1
64924	SLC30A5	1
55676	SLC30A6	2
148867	SLC30A7	3
169026	SLC30A8	2
10463	SLC30A9	3
1317	SLC31A1	12
1318	SLC31A2	2
9197	SLC33A1	1
6569	SLC34A1	1
142680	SLC34A3	1
10559	SLC35A1	1
113829	SLC35A4	1
55032	SLC35A5	1
347734	SLC35B2	2
79939	SLC35E1	2
54733	SLC35F2	2
80255	SLC35F5	1
54978	SLC35F6	3
80723	SLC35G2	2
2542	SLC37A4	2
81539	SLC38A1	3
124565	SLC38A10	1
54407	SLC38A2	2
10991	SLC38A3	2
55238	SLC38A7	1
27173	SLC39A1	1
57181	SLC39A10	4
201266	SLC39A11	2
221074	SLC39A12	1
91252	SLC39A13	1
23516	SLC39A14	2
29986	SLC39A2	2
29985	SLC39A3	3
55630	SLC39A4	1
283375	SLC39A5	1
25800	SLC39A6	2
7922	SLC39A7	4
64116	SLC39A8	3
55334	SLC39A9	2
6520	SLC3A2	7
30061	SLC40A1	2
54946	SLC41A3	1
8501	SLC43A1	1
124935	SLC43A2	1
23446	SLC44A1	1
57153	SLC44A2	1
80736	SLC44A4	1
57210	SLC45A4	1
113235	SLC46A1	6
55244	SLC47A1	33
146802	SLC47A2	30
55652	SLC48A1	1
6521	SLC4A1	4
22950	SLC4A1AP	2
6522	SLC4A2	5
8671	SLC4A4	2
9497	SLC4A7	3
200931	SLC51A	2
123264	SLC51B	2
79581	SLC52A2	1
6523	SLC5A1	8
6528	SLC5A5	16
8884	SLC5A6	4
160728	SLC5A8	4
6529	SLC6A1	1
6539	SLC6A12	1
11254	SLC6A14	1
6530	SLC6A2	7
6531	SLC6A3	18
6532	SLC6A4	11
6533	SLC6A6	1
6535	SLC6A8	1
6541	SLC7A1	1
23657	SLC7A11	10
84889	SLC7A3	1
6545	SLC7A4	1
8140	SLC7A5	3
84138	SLC7A6OS	1
9056	SLC7A7	1
23428	SLC7A8	1
6546	SLC8A1	3
6547	SLC8A3	2
6548	SLC9A1	6
6550	SLC9A3	1
389015	SLC9A4	1
10479	SLC9A6	3
84679	SLC9A7	3
23315	SLC9A8	1
133308	SLC9B2	3
6579	SLCO1A2	9
10599	SLCO1B1	34
28234	SLCO1B3	28
6578	SLCO2A1	6
11309	SLCO2B1	20
28232	SLCO3A1	2
28231	SLCO4A1	3
353189	SLCO4C1	1
81796	SLCO5A1	1
55719	SLF2	1
162394	SLFN5	4
81892	SLIRP	2
6585	SLIT1	1
9748	SLK	4
7871	SLMAP	2
6590	SLPI	3
79811	SLTM	3
57152	SLURP1	2
84464	SLX4	1
85395	SLX9	1
4086	SMAD1	2
4087	SMAD2	27
4088	SMAD3	30
4089	SMAD4	14
4090	SMAD5	5
4092	SMAD7	3
4093	SMAD9	2
60682	SMAP1	3
64744	SMAP2	1
6594	SMARCA1	3
6595	SMARCA2	6
6597	SMARCA4	8
8467	SMARCA5	2
56916	SMARCAD1	3
50485	SMARCAL1	2
6598	SMARCB1	2
6599	SMARCC1	4
6601	SMARCC2	3
6603	SMARCD2	3
6605	SMARCE1	2
8243	SMC1A	7
10592	SMC2	1
9126	SMC3	4
10051	SMC4	3
23137	SMC5	1
79677	SMC6	1
23347	SMCHD1	1
56935	SMCO4	1
140775	SMCR8	1
23049	SMG1	4
23381	SMG5	1
23293	SMG6	2
9887	SMG7	1
55181	SMG8	2
56006	SMG9	3
388588	SMIM1	1
221710	SMIM13	1
79086	SMIM7	1
6606	SMN1	2
6607	SMN2	6
10285	SMNDC1	3
6608	SMO	5
54498	SMOX	1
6609	SMPD1	7
6610	SMPD2	1
55512	SMPD3	1
55627	SMPD4	3
10924	SMPDL3A	4
27293	SMPDL3B	2
26952	SMR3A	1
6611	SMS	2
6525	SMTN	3
55234	SMU1	1
57154	SMURF1	1
64750	SMURF2	1
150572	SMYD1	1
56950	SMYD2	1
64754	SMYD3	1
6615	SNAI1	37
6591	SNAI2	25
8773	SNAP23	3
6616	SNAP25	2
9342	SNAP29	4
9892	SNAP91	1
6617	SNAPC1	1
6619	SNAPC3	1
6621	SNAPC4	2
23557	SNAPIN	2
6622	SNCA	26
6623	SNCG	1
27044	SND1	4
11267	SNF8	1
285958	SNHG15	1
79753	SNIP1	2
54861	SNRK	1
23020	SNRNP200	4
79622	SNRNP25	2
9410	SNRNP40	3
6625	SNRNP70	2
6626	SNRPA	3
6627	SNRPA1	4
6628	SNRPB	1
6629	SNRPB2	2
6631	SNRPC	3
6632	SNRPD1	1
6633	SNRPD2	2
6634	SNRPD3	3
6635	SNRPE	4
6636	SNRPF	3
6637	SNRPG	2
6640	SNTA1	1
6641	SNTB1	2
6645	SNTB2	3
4809	SNU13	3
10073	SNUPN	4
8926	SNURF	1
22938	SNW1	3
6642	SNX1	3
29887	SNX10	2
29934	SNX12	3
23161	SNX13	2
29907	SNX15	2
9784	SNX17	5
112574	SNX18	2
6643	SNX2	3
90203	SNX21	1
81609	SNX27	1
92017	SNX29	1
8724	SNX3	1
401548	SNX30	1
257364	SNX33	2
8723	SNX4	1
27131	SNX5	2
58533	SNX6	3
29886	SNX8	2
51429	SNX9	4
6646	SOAT1	3
55084	SOBP	1
8835	SOCS2	1
9021	SOCS3	6
9306	SOCS6	1
6647	SOD1	72
6648	SOD2	79
6649	SOD3	4
140710	SOGA1	1
6651	SON	6
10580	SORBS1	6
8470	SORBS2	4
10174	SORBS3	4
6652	SORD	3
6653	SORL1	3
6272	SORT1	9
6654	SOS1	8
134548	SOWAHA	1
65124	SOWAHC	1
6656	SOX1	1
6663	SOX10	1
9580	SOX13	1
64321	SOX17	8
54345	SOX18	1
6657	SOX2	19
6658	SOX3	1
6659	SOX4	3
6660	SOX5	1
55553	SOX6	1
6662	SOX9	7
6667	SP1	56
6672	SP100	5
3431	SP110	1
93349	SP140L	1
6668	SP2	1
6670	SP3	15
6671	SP4	8
389058	SP5	1
121340	SP7	2
53340	SPA17	1
11092	SPACA9	1
6674	SPAG1	3
10615	SPAG5	4
9552	SPAG7	3
26206	SPAG8	1
9043	SPAG9	3
30014	SPANXA1	1
64663	SPANXC	1
6678	SPARC	8
23111	SPART	3
6683	SPAST	2
132671	SPATA18	1
9825	SPATA2	1
64847	SPATA20	1
128497	SPATA25	1
441452	SPATA31C1	1
166378	SPATA5	2
79029	SPATA5L1	1
65244	SPATS2	2
26010	SPATS2L	3
147841	SPC24	2
57405	SPC25	1
28972	SPCS1	2
9789	SPCS2	1
60559	SPCS3	1
25803	SPDEF	1
54908	SPDL1	2
387778	SPDYC	1
92521	SPECC1	2
23384	SPECC1L	2
10290	SPEG	3
23013	SPEN	2
51324	SPG21	2
6687	SPG7	3
8877	SPHK1	2
56848	SPHK2	1
80309	SPHKAP	1
6688	SPI1	1
152185	SPICE1	3
144097	SPINDOC	2
6692	SPINT1	1
56907	SPIRE1	2
84501	SPIRE2	2
6693	SPN	1
83985	SPNS1	3
9806	SPOCK2	1
10418	SPON1	1
51490	SPOUT1	2
6696	SPP1	17
6694	SPP2	1
6697	SPR	5
161742	SPRED1	1
200734	SPRED2	1
503542	SPRN	1
6698	SPRR1A	2
6699	SPRR1B	1
6706	SPRR2G	1
6707	SPRR3	2
83932	SPRTN	2
10252	SPRY1	4
10253	SPRY2	1
81848	SPRY4	2
84926	SPRYD3	2
283377	SPRYD4	1
57213	SPRYD7	2
6708	SPTA1	1
6709	SPTAN1	6
6710	SPTB	5
6711	SPTBN1	7
6712	SPTBN2	2
10558	SPTLC1	4
9517	SPTLC2	2
171546	SPTSSA	1
6713	SQLE	1
58472	SQOR	2
100195312	SQSTM	1
8878	SQSTM1	56
10011	SRA1	2
149563	SRARP	1
55133	SRBD1	1
6714	SRC	41
10847	SRCAP	2
80725	SRCIN1	2
6715	SRD5A1	3
6716	SRD5A2	2
6720	SREBF1	30
6721	SREBF2	16
140890	SREK1	2
285672	SREK1IP1	1
6722	SRF	2
153443	SRFBP1	2
57522	SRGAP1	3
23380	SRGAP2	2
5552	SRGN	3
6717	SRI	6
6723	SRM	5
6727	SRP14	2
6728	SRP19	1
6729	SRP54	2
6730	SRP68	4
6731	SRP72	5
6726	SRP9	3
6732	SRPK1	6
6733	SRPK2	6
6734	SRPRA	4
58477	SRPRB	4
8406	SRPX	1
63826	SRR	3
10250	SRRM1	5
23524	SRRM2	6
51593	SRRT	5
6426	SRSF1	7
10772	SRSF10	3
9295	SRSF11	5
6427	SRSF2	9
6428	SRSF3	4
6429	SRSF4	3
6430	SRSF5	2
6431	SRSF6	3
6432	SRSF7	4
8683	SRSF9	5
140809	SRXN1	5
6741	SSB	7
6742	SSBP1	5
23648	SSBP3	1
136853	SSC4D	1
54434	SSH1	1
85464	SSH2	3
54961	SSH3	1
8636	SSNA1	1
6745	SSR1	2
6747	SSR3	3
6748	SSR4	2
6749	SSRP1	2
6750	SST	6
6752	SSTR2	3
29101	SSU72	1
6757	SSX2	1
117178	SSX2IP	1
6767	ST13	5
9705	ST18	1
100528021	ST20-MTHFS	1
6482	ST3GAL1	1
6487	ST3GAL3	2
6484	ST3GAL4	1
6480	ST6GAL1	3
10610	ST6GALNAC2	1
7982	ST7	2
10274	STAG1	3
10735	STAG2	2
8027	STAM	2
10254	STAM2	2
10617	STAMBP	3
57559	STAMBPL1	1
55620	STAP2	1
6770	STAR	6
10809	STARD10	1
90627	STARD13	1
83930	STARD3NL	2
56910	STARD7	3
6772	STAT1	41
6773	STAT2	3
6774	STAT3	78
6775	STAT4	3
100135887	STAT5	5
6776	STAT5A	7
6777	STAT5B	8
6778	STAT6	11
6780	STAU1	3
27067	STAU2	1
8987	STBD1	4
6781	STC1	2
8614	STC2	4
26872	STEAP1	2
6786	STIM1	4
57620	STIM2	3
10963	STIP1	7
6793	STK10	3
6794	STK11	10
114790	STK11IP	2
8576	STK16	1
9263	STK17A	2
9262	STK17B	1
8428	STK24	3
51765	STK26	7
6788	STK3	4
55351	STK32B	1
282974	STK32C	1
140901	STK35	1
11329	STK38	1
23012	STK38L	1
27347	STK39	4
6789	STK4	2
3925	STMN1	11
11075	STMN2	1
2040	STOM	2
30968	STOML2	2
219736	STOX1	1
56977	STOX2	1
64220	STRA6	1
55437	STRADB	1
11171	STRAP	3
55342	STRBP	1
85369	STRIP1	2
6801	STRN	4
29966	STRN3	4
29888	STRN4	1
412	STS	14
3703	STT3A	3
201595	STT3B	3
10273	STUB1	3
8677	STX10	2
23673	STX12	2
8675	STX16	3
55014	STX17	1
53407	STX18	1
6804	STX1A	1
112755	STX1B	1
2054	STX2	1
6810	STX4	2
6811	STX5	1
10228	STX6	3
8417	STX7	3
9482	STX8	3
6812	STXBP1	2
6813	STXBP2	1
6814	STXBP3	2
252983	STXBP4	1
134957	STXBP5	3
9515	STXBP5L	1
6815	STYX	1
10923	SUB1	4
8803	SUCLA2	4
8802	SUCLG1	4
8801	SUCLG2	3
51430	SUCO	1
64426	SUDS3	2
51684	SUFU	3
79783	SUGCT	1
57794	SUGP1	1
10147	SUGP2	2
10910	SUGT1	5
23213	SULF1	4
6817	SULT1A1	37
6799	SULT1A2	3
6818	SULT1A3	19
445329	SULT1A4	2
27284	SULT1B1	5
6819	SULT1C2	1
442038	SULT1C3	2
6783	SULT1E1	18
6822	SULT2A1	16
6820	SULT2B1	1
25830	SULT4A1	1
285362	SUMF1	1
25870	SUMF2	2
7341	SUMO1	6
391257	SUMO1P1	1
6613	SUMO2	4
6612	SUMO3	3
387082	SUMO4	1
23353	SUN1	3
25777	SUN2	4
256979	SUN3	1
6821	SUOX	1
11198	SUPT16H	3
55578	SUPT20H	1
6829	SUPT5H	3
6830	SUPT6H	3
9913	SUPT7L	1
6832	SUPV3L1	2
6834	SURF1	1
6836	SURF4	2
6838	SURF6	3
55061	SUSD4	1
6839	SUV39H1	6
79723	SUV39H2	1
23512	SUZ12	4
440423	SUZ12P1	1
9900	SV2A	1
374969	SVBP	1
6840	SVIL	4
23075	SWAP70	3
94056	SYAP1	5
55638	SYBU	2
85360	SYDE1	3
6850	SYK	7
8189	SYMPK	3
41247	SYN	3
6853	SYN1	5
6854	SYN2	1
10492	SYNCRIP	3
23345	SYNE1	3
23224	SYNE2	4
8831	SYNGAP1	1
9145	SYNGR1	1
9144	SYNGR2	1
9143	SYNGR3	1
8867	SYNJ1	4
8871	SYNJ2	2
55333	SYNJ2BP	1
100529257	SYNJ2BP-COX16	1
23336	SYNM	2
11346	SYNPO	3
171024	SYNPO2	1
79933	SYNPO2L	1
11276	SYNRG	2
6855	SYP	5
6856	SYPL1	1
6857	SYT1	3
143425	SYT9	1
84958	SYTL1	1
94122	SYTL5	1
84447	SYVN1	1
26099	SZRD1	2
23334	SZT2	2
134864	TAAR1	5
10454	TAB1	3
23118	TAB2	1
257397	TAB3	1
6863	TAC1	11
6866	TAC3	1
6867	TACC1	3
10579	TACC2	3
10460	TACC3	4
51204	TACO1	1
6869	TACR1	1
6872	TAF1	1
391746	TAF11L4	1
6883	TAF12	1
8148	TAF15	4
9015	TAF1A	1
9013	TAF1C	3
6873	TAF2	1
83860	TAF3	1
6874	TAF4	2
6877	TAF5	1
6878	TAF6	2
10629	TAF6L	1
6879	TAF7	2
6880	TAF9	1
51616	TAF9B	2
6876	TAGLN	6
8407	TAGLN2	5
29114	TAGLN3	2
6886	TAL1	2
6888	TALDO1	2
132001	TAMM41	1
85461	TANC1	4
26115	TANC2	2
10010	TANK	4
57551	TAOK1	4
9344	TAOK2	1
51347	TAOK3	4
6890	TAP1	3
6891	TAP2	1
6892	TAPBP	1
202018	TAPT1	1
6895	TARBP2	3
23435	TARDBP	10
110960	TARS	1
6897	TARS1	4
80222	TARS2	1
80835	TAS1R1	2
80834	TAS1R2	2
83756	TAS1R3	2
50840	TAS2R14	1
50833	TAS2R16	1
5726	TAS2R38	2
259289	TAS2R43	1
259296	TAS2R50	1
23272	TASOR	2
54906	TASOR2	3
6898	TAT	1
83940	TATDN1	1
9797	TATDN2	1
30851	TAX1BP3	3
83874	TBC1D10A	1
26000	TBC1D10B	5
54662	TBC1D13	3
64786	TBC1D15	3
125058	TBC1D16	1
79735	TBC1D17	2
55357	TBC1D2	1
128637	TBC1D20	1
25771	TBC1D22A	3
55633	TBC1D22B	1
55773	TBC1D23	4
23329	TBC1D30	1
9882	TBC1D4	4
9779	TBC1D5	4
11138	TBC1D8	1
54885	TBC1D8B	1
23061	TBC1D9B	5
6902	TBCA	1
1155	TBCB	3
6904	TBCD	2
6905	TBCE	3
116804918	TBCEL-TECTA	1
29110	TBK1	6
6907	TBL1X	2
79718	TBL1XR1	1
26608	TBL2	1
10607	TBL3	1
6908	TBP	1
84897	TBRG1	1
9238	TBRG4	2
6909	TBX2	2
30009	TBX21	2
6926	TBX3	2
6911	TBX6	1
6915	TBXA2R	3
6916	TBXAS1	2
9747	TCAF1	2
285966	TCAF2	1
6917	TCEA1	4
6920	TCEA3	1
85012	TCEAL3	1
79921	TCEAL4	2
10915	TCERG1	3
6938	TCF12	3
6941	TCF19	2
6942	TCF20	2
22980	TCF25	2
6929	TCF3	4
6925	TCF4	6
6932	TCF7	2
83439	TCF7L1	1
6934	TCF7L2	4
10732	TCFL5	1
84260	TCHP	1
10312	TCIRG1	1
9623	TCL1B	1
6948	TCN2	1
6949	TCOF1	6
6950	TCP1	6
55346	TCP11L1	2
6996	TDG	4
6999	TDO2	3
55775	TDP1	4
51567	TDP2	1
81550	TDRD3	5
23424	TDRD7	1
732253	TDRG1	1
11022	TDRKH	2
7003	TEAD1	3
7005	TEAD3	1
7006	TEC	1
9524	TECR	1
283643	TEDC1	1
79736	TEFM	1
7010	TEK	1
9894	TELO2	3
64282	TENT4B	1
55603	TENT5A	3
54855	TENT5C	1
146705	TEPSIN	1
7013	TERF1	2
7014	TERF2	3
54386	TERF2IP	2
7015	TERT	33
26136	TES	3
80312	TET1	3
54790	TET2	8
200424	TET3	1
54881	TEX10	2
100129520	TEX13C	1
55852	TEX2	2
51368	TEX264	1
93081	TEX30	1
7018	TF	22
7019	TFAM	5
7020	TFAP2A	12
7022	TFAP2C	3
7023	TFAP4	2
51106	TFB1M	3
64216	TFB2M	1
7024	TFCP2	1
29842	TFCP2L1	1
7027	TFDP1	4
7030	TFE3	4
7942	TFEB	6
7031	TFF1	11
7032	TFF2	1
7033	TFF3	3
10342	TFG	3
24144	TFIP11	2
7035	TFPI	9
7980	TFPI2	5
29844	TFPT	3
7036	TFR2	1
7037	TFRC	30
7038	TG	2
23483	TGDS	2
7039	TGFA	16
7040	TGFB1	94
7041	TGFB1I1	7
7042	TGFB2	8
7043	TGFB3	10
7045	TGFBI	5
7046	TGFBR1	6
7048	TGFBR2	7
7050	TGIF1	4
60436	TGIF2	1
7051	TGM1	3
7052	TGM2	16
7047	TGM4	1
10618	TGOLN2	7
96764	TGS1	2
7054	TH	12
63892	THADA	1
90326	THAP3	1
51078	THAP4	1
168451	THAP5	1
7056	THBD	6
7057	THBS1	11
7060	THBS4	1
51337	THEM6	3
9473	THEMIS2	1
9984	THOC1	3
57187	THOC2	5
84321	THOC3	2
8563	THOC5	3
79228	THOC6	3
80145	THOC7	1
7064	THOP1	2
7066	THPO	5
7067	THRA	20
9967	THRAP3	5
7068	THRB	20
7069	THRSP	2
55901	THSD1	1
79875	THSD4	1
80731	THSD7B	1
55623	THUMPD1	2
25917	THUMPD3	3
7070	THY1	4
29087	THYN1	1
7072	TIA1	4
7073	TIAL1	3
7074	TIAM1	1
26230	TIAM2	1
148022	TICAM1	1
90381	TICRR	2
57103	TIGAR	4
166815	TIGD2	1
8914	TIMELESS	3
26519	TIMM10	1
26515	TIMM10B	1
26517	TIMM13	1
10440	TIMM17A	1
100287932	TIMM23	1
100652748	TIMM23B	1
90580	TIMM29	2
10469	TIMM44	1
92609	TIMM50	1
1678	TIMM8A	2
26521	TIMM8B	1
26520	TIMM9	1
51300	TIMMDC1	1
7076	TIMP1	28
7077	TIMP2	14
7078	TIMP3	5
7079	TIMP4	1
64129	TINAGL1	1
25976	TIPARP	1
261726	TIPRL	3
93643	TJAP1	2
7082	TJP1	31
9414	TJP2	5
27134	TJP3	1
7083	TK1	7
7084	TK2	4
26007	TKFC	2
7086	TKT	6
148534	TLCD4	1
7088	TLE1	2
7089	TLE2	1
7090	TLE3	6
7091	TLE4	1
166	TLE5	1
9874	TLK1	1
11011	TLK2	2
7094	TLN1	6
83660	TLN2	5
7097	TLR2	11
7098	TLR3	4
7099	TLR4	24
10333	TLR6	1
51284	TLR7	3
51311	TLR8	1
54106	TLR9	4
4071	TM4SF1	1
7108	TM7SF2	1
51768	TM7SF3	1
10548	TM9SF1	1
9375	TM9SF2	4
56889	TM9SF3	2
9777	TM9SF4	1
55319	TMA16	1
51372	TMA7	2
64114	TMBIM1	2
7009	TMBIM6	3
79838	TMC5	2
11322	TMC6	2
79905	TMC7	1
23023	TMCC1	1
145942	TMCO5A	1
11018	TMED1	1
10972	TMED10	2
10959	TMED2	1
23423	TMED3	2
222068	TMED4	3
50999	TMED5	1
100302736	TMED7-TICAM2	1
283578	TMED8	2
54732	TMED9	1
8577	TMEFF1	2
23671	TMEFF2	1
84336	TMEM101	1
284114	TMEM102	1
113277	TMEM106A	1
54664	TMEM106B	2
79073	TMEM109	3
8834	TMEM11	3
11070	TMEM115	1
83862	TMEM120A	2
85013	TMEM128	2
222865	TMEM130	1
23505	TMEM131	1
54972	TMEM132A	1
80194	TMEM134	2
65084	TMEM135	1
135932	TMEM139	1
28978	TMEM14A	2
51522	TMEM14C	2
80008	TMEM156	3
54958	TMEM160	1
153396	TMEM161B	1
55858	TMEM165	1
153339	TMEM167A	1
92691	TMEM169	1
374395	TMEM179B	2
25829	TMEM184B	1
201931	TMEM192	1
147007	TMEM199	1
199953	TMEM201	3
374882	TMEM205	5
84928	TMEM209	1
54867	TMEM214	2
84065	TMEM222	1
29058	TMEM230	2
65062	TMEM237	1
79161	TMEM243	1
23731	TMEM245	3
91304	TMEM259	1
54916	TMEM260	1
90488	TMEM263	2
55754	TMEM30A	1
55161	TMEM33	2
59353	TMEM35A	1
55151	TMEM38B	1
55287	TMEM40	1
90407	TMEM41A	1
440026	TMEM41B	3
120224	TMEM45B	1
83604	TMEM47	1
55092	TMEM51	1
25789	TMEM59L	1
157378	TMEM65	1
54968	TMEM70	1
283232	TMEM80	1
25963	TMEM87A	2
84910	TMEM87B	2
252839	TMEM9	1
9772	TMEM94	2
27346	TMEM97	5
56674	TMEM9B	1
7110	TMF1	1
126259	TMIGD2	2
55217	TMLHE	1
29767	TMOD2	1
29766	TMOD3	3
7112	TMPO	8
9407	TMPRSS11D	1
84000	TMPRSS13	1
7113	TMPRSS2	2
9168	TMSB10	1
7114	TMSB4X	4
7120	TMSB4XP6	2
25840	TMT1A	2
160418	TMTC3	2
83590	TMUB1	1
79089	TMUB2	1
81542	TMX1	2
51075	TMX2	2
54495	TMX3	1
56255	TMX4	1
3371	TNC	4
7124	TNF	293
7127	TNFAIP2	2
7128	TNFAIP3	10
7130	TNFAIP6	4
25816	TNFAIP8	4
8797	TNFRSF10A	22
8795	TNFRSF10B	46
8794	TNFRSF10C	5
8793	TNFRSF10D	5
8792	TNFRSF11A	1
4982	TNFRSF11B	13
8784	TNFRSF18	1
7132	TNFRSF1A	16
7133	TNFRSF1B	9
27242	TNFRSF21	7
8718	TNFRSF25	2
7293	TNFRSF4	1
943	TNFRSF8	4
3604	TNFRSF9	2
8743	TNFSF10	53
8600	TNFSF11	8
7292	TNFSF4	1
23043	TNIK	1
10318	TNIP1	3
79155	TNIP2	4
8711	TNK1	2
10188	TNK2	2
8658	TNKS	1
85456	TNKS1BP1	7
7134	TNNC1	3
7137	TNNI3	5
7138	TNNT1	2
7139	TNNT2	4
3842	TNPO1	3
30000	TNPO2	3
23534	TNPO3	2
7143	TNR	1
84629	TNRC18	2
27327	TNRC6A	1
23112	TNRC6B	2
57690	TNRC6C	1
7145	TNS1	2
23371	TNS2	1
64759	TNS3	5
7148	TNXB	1
10140	TOB1	1
114034	TOE1	2
54472	TOLLIP	2
10043	TOM1	3
10040	TOM1L1	2
146691	TOM1L2	2
9804	TOMM20	5
56993	TOMM22	3
10953	TOMM34	3
10452	TOMM40	3
100188893	TOMM6	3
9868	TOMM70	3
28185	TOMM70A	2
7150	TOP1	10
7153	TOP2A	27
7155	TOP2B	12
11073	TOPBP1	3
10210	TOPORS	2
1861	TOR1A	2
26092	TOR1AIP1	3
163590	TOR1AIP2	3
27348	TOR1B	2
64222	TOR3A	1
54863	TOR4A	1
9878	TOX4	2
7157	TP53	205
63970	TP53AIP1	1
7158	TP53BP1	13
7159	TP53BP2	2
9537	TP53I11	1
9540	TP53I3	12
112858	TP53RK	1
8626	TP63	15
7161	TP73	19
7162	TPBG	2
7163	TPD52	3
7164	TPD52L1	4
7165	TPD52L2	4
7166	TPH1	4
121278	TPH2	1
43582	TPI	1
7167	TPI1	15
7168	TPM1	6
7169	TPM2	4
7170	TPM3	7
147804	TPM3P9	1
7171	TPM4	7
7172	TPMT	8
7173	TPO	7
1200	TPP1	2
7174	TPP2	5
7175	TPR	5
127262	TPRG1L	1
286262	TPRN	1
8459	TPST2	1
7178	TPT1	10
22974	TPX2	5
29896	TRA2A	4
6434	TRA2B	4
8717	TRADD	7
7185	TRAF1	7
7186	TRAF2	6
7189	TRAF6	7
84231	TRAF7	1
10906	TRAFD1	3
10293	TRAIP	1
23471	TRAM1	3
9881	TRANK1	1
10131	TRAP1	9
58485	TRAPPC1	1
7109	TRAPPC10	1
51112	TRAPPC12	2
55262	TRAPPC14	1
10597	TRAPPC2B	1
51693	TRAPPC2L	1
27095	TRAPPC3	2
51399	TRAPPC4	1
122553	TRAPPC6B	1
22878	TRAPPC8	2
83696	TRAPPC9	2
28594	TRBV7-4	1
11181	TREH	1
55809	TRERF1	3
11277	TREX1	1
7200	TRH	3
28951	TRIB2	2
57761	TRIB3	9
10107	TRIM10	2
89870	TRIM15	1
10626	TRIM16	5
23321	TRIM2	8
6737	TRIM21	1
10346	TRIM22	1
8805	TRIM24	7
7706	TRIM25	7
5987	TRIM27	3
10155	TRIM28	12
23650	TRIM29	4
10612	TRIM3	2
22954	TRIM32	2
51592	TRIM33	3
55521	TRIM36	2
4591	TRIM37	1
89122	TRIM4	2
91107	TRIM47	3
81844	TRIM56	5
131405	TRIM71	1
7204	TRIO	5
11078	TRIOBP	2
9322	TRIP10	2
9321	TRIP11	2
9320	TRIP12	5
9319	TRIP13	3
9325	TRIP4	3
7205	TRIP6	1
79002	TRIR	2
54802	TRIT1	1
55621	TRMT1	3
93587	TRMT10A	1
54931	TRMT10C	1
51504	TRMT112	3
54482	TRMT13	2
81627	TRMT1L	3
152992	TRMT44	1
57570	TRMT5	2
115708	TRMT61A	3
51095	TRNT1	2
10024	TROAP	1
22059	TRP53	3
22062	TRP73	2
8989	TRPA1	10
7220	TRPC1	6
7222	TRPC3	2
7223	TRPC4	1
7224	TRPC5	5
7225	TRPC6	5
7226	TRPM2	6
54795	TRPM4	4
140803	TRPM6	1
54822	TRPM7	5
79054	TRPM8	2
7227	TRPS1	1
83707	TRPT1	2
7442	TRPV1	16
51393	TRPV2	5
162514	TRPV3	3
59341	TRPV4	2
56302	TRPV5	2
55503	TRPV6	5
